"Inclut les transactions Amazon Marketplace, Expédié par Amazon et Amazon Webstore"
"Tous les montants sont en EUR, sauf mention contraire."
"Définitions :"
"Taxes collectées sur les ventes : inclut les taxes collectées auprès des acheteurs sur la vente de produits, la livraison et l'emballage."
"Frais de vente : Incluent des frais de clôture variable et des frais de référence."
"Autres frais de transaction : incluent les contestations de prélèvement, les retenues sur expédition"
"Autre : inclut les montants non-liés aux commandes. Pour de plus amples renseignements, consultez les colonnes ""Type"" et ""Description"" pour chaque commande."
"date/heure","numéro de versement","type","numéro de la commande","sku","description","quantité","Marketplace","traitement","ville d'où provient la commande","Région d'où provient la commande","code postal de la commande","Modèle de perception des taxes","ventes de produits","Taxes sur la vente des produits","crédits d'expédition","taxe sur les crédits d’expédition","crédits sur l'emballage cadeau","Taxes sur les crédits cadeaux","Rabais promotionnels","Taxes sur les remises promotionnelles","Taxes retenues sur le site de vente","frais de vente","Frais Expédié par Amazon","autres frais de transaction","autre","total"
"22 sept. 2025 14:36:56 UTC","25543953872","Remboursement","403-7734088-4292347","610693CT","Campout Kit de Tapis isolants pour Renault Master à partir de 1998-04-2010 - Film Anti-Regards pour vitres - Film Isolant pour vitres - matériau 7 C","1","amazon.fr","Vendeur","Orgon","","13660","","-64,97","0","0","0","0","0","0","0","0","8,57","0","0,22","0","-56,18"
"22 sept. 2025 22:30:47 UTC","25543953872","Commande","407-9200944-9160314","361515","ProPlus Vérin stabilisateur - Support pivotant - Support relevable - Pied d'appui - Support pour Caravane - Capacité de Charge 1000 kg - 605 x 280 m","1","amazon.fr","Vendeur","Eragny Sur Epte","","60590","","64,46","0","0","0","0","0","0","0","0","-10,64","0","-0,21","0","53,61"
"23 sept. 2025 09:53:40 UTC","25543953872","Remboursement","402-6933287-7923523","341004","ProPlus 341004 Tête d'Attelage Carré, 60 mm Metal","1","amazon.fr","Vendeur","Aigrefeuille D Aunis","","17290","","-34,21","0","0","0","0","0","0","0","0","4,95","0","0,12","0","-29,14"
"23 sept. 2025 11:19:30 UTC","25543953872","Remboursement","405-0126027-9405965","610682","Couverture de pare-brise avant de 06 à 2006 - Pour Fiat Ducato et camping-car XL","1","amazon.fr","Vendeur","alzonne","","11170","","-52,56","0","0","0","0","0","0","0","0","7,48","0","0,19","0","-44,89"
"23 sept. 2025 22:12:46 UTC","25543953872","Commande","403-2674730-3482703","341044","Tête d'attelage acier ronde 35-50mm freinée","1","amazon.fr","Vendeur","Saint germain","","10120","","63,86","0","0","0","0","0","0","0","0","-10,59","0","-0,22","0","53,05"
"23 sept. 2025 22:22:45 UTC","25543953872","Remboursement","403-2674730-3482703","341044","Tête d'attelage acier ronde 35-50mm freinée","1","amazon.fr","Vendeur","Saint germain","","10120","","-63,86","0","0","0","0","0","0","0","0","8,47","0","0,22","0","-55,17"
"24 sept. 2025 10:08:37 UTC","25543953872","Commande","403-0083148-4509971","610828","PAT Europe B.V. Housse de Protection pour Transport de Chevaux avec Fermeture Éclair optimisée.","1","amazon.fr","Vendeur","Saint-Jean-sur-Veyle","","01290","","209,00","0","0","0","0","0","0","0","0","-26,39","0","-0,53","0","182,08"
"24 sept. 2025 13:10:52 UTC","25543953872","Commande","407-0709562-6807554","610278CT","Campout Bâche de Protection pour Toit de Caravane et Camping-Car - 8 x 3 m - Housses pour Camping-Cars - Bâche de Toit - Housse pour Caravane - Non-","1","amazon.fr","Vendeur","Jouy Le Chatel","","77970","","131,29","0","0","0","0","0","0","0","0","-17,94","0","-0,37","0","112,98"
"24 sept. 2025 19:06:25 UTC","25543953872","Commande","406-1901810-1576353","360853V04CT","Campout Table de Camping - 120 x 70 x 70 cm - de Jardin Pliable - de Camping Pliable - Table Pliante - 6 Personnes - Hauteur réglable - Poignée Incl","1","amazon.fr","Vendeur","St Andre De Roquelongue","","11200","","149,00","0","0","0","0","0","0","0","0","-27,05","0","-0,55","0","121,40"
"24 sept. 2025 22:05:22 UTC","25543953872","Commande","171-4052203-5684302","610274CT","Campout Bâche de Protection pour Toit de Caravane et Camping-Car - 6 x 3 m - Housses pour Camping-Cars - Bâche de Toit - Housse pour Caravane - Non-","1","amazon.fr","Vendeur","St Nicolas de Redon","","44460","","109,57","0","0","0","0","0","0","0","0","-15,56","0","-0,32","0","93,69"
